cabinet,cabinet_number,cabinet_name,uniqueID,cabinet_from,cabinet_to,cabinet_comment
Keating Ministry (ALP),,"Baldwin, the Hon. Peter Jeremy",Baldwin1951,1993-03-24,1996-03-11,
Keating Ministry (ALP),,"McMullan, Senator the Hon. Robert Francis",McMullan1947,1993-03-24,1996-03-11,
Keating Ministry (ALP),,"Brereton, the Hon. Laurence John",Brereton1946,1993-03-24,1996-03-11,
Keating Ministry (ALP),,"Lee, the Hon. Michael John",Lee1957,1993-03-24,1996-03-11,
Keating Ministry (ALP),,"Lavarch, the Hon. Michael Hugh",Lavarch1961,1993-04-27,1996-03-11,
Keating Ministry (ALP),,"Faulkner, the Hon. John Philip",Faulkner1954,1994-03-25,1996-03-11,
Keating Ministry (ALP),,"Lawrence, the Hon. Dr Carmen Mary",Lawrence1948,1994-03-25,1996-03-11,
Howard Ministry (LIB-NPA Coalition),1,"Howard, the Hon. John Winston",Howard1939,1996-03-11,1998-10-21,* The office of Attorney-General became a Cabinet portfolio on 9.10.1997
Howard Ministry (LIB-NPA Coalition),,"Fischer, the Hon. Timothy Andrew",Fischer1946,1996-03-11,1998-10-21,
Howard Ministry (LIB-NPA Coalition),,"Costello, the Hon. Peter Howard",Costello1957,1996-03-11,1998-10-21,
Howard Ministry (LIB-NPA Coalition),,"Anderson, the Hon. John Duncan",Anderson1956,1996-03-11,1998-10-21,
Howard Ministry (LIB-NPA Coalition),,"Hill, Senator the Hon. Robert",Hill1946,1996-03-11,1998-10-21,
Howard Ministry (LIB-NPA Coalition),,"Alston, Senator the Hon. Richard Kenneth Robert",Alston1941,1996-03-11,1998-10-21,
Howard Ministry (LIB-NPA Coalition),,"Reith, the Hon. Peter Keaston",Reith1950,1996-03-11,1998-10-21,
Howard Ministry (LIB-NPA Coalition),,"Newman, Senator the Hon. Jocelyn Margaret",Newman1937,1996-03-11,1998-10-21,
Howard Ministry (LIB-NPA Coalition),,"Downer, the Hon. Alexander John Gosse",Downer1951,1996-03-11,1998-10-21,
Howard Ministry (LIB-NPA Coalition),,"Moore, the Hon. John Colinton",Moore1936,1996-03-11,1998-10-21,
Howard Ministry (LIB-NPA Coalition),,"McLachlan, the Hon. Ian Murray, AO",McLachlan1936,1996-03-11,1998-10-21,
Howard Ministry (LIB-NPA Coalition),,"Sharp, the Hon. John Randall",Sharp1954,1996-03-11,1997-09-25,
Howard Ministry (LIB-NPA Coalition),,"Wooldridge, the Hon. Michael Richard Lewis",Wooldridge1956,1996-03-11,1997-09-25,
Howard Ministry (LIB-NPA Coalition),,"Fahey, the Hon. John Joseph",Fahey1945,1996-03-11,1997-09-25,
Howard Ministry (LIB-NPA Coalition),,"Vanstone, Senator the Hon. Amanda Eloise",Vanstone1952,1996-03-11,1997-10-09,
Howard Ministry (LIB-NPA Coalition),,"Kemp, the Hon. David Alistair",Kemp1941,1997-10-09,1997-09-25,
Howard Ministry (LIB-NPA Coalition),,"Vaile, the Hon. Mark Anthony James",Vaile1956,1997-10-09,1997-09-25,
Howard Ministry (LIB-NPA Coalition),,"Williams, the Hon. Daryl Robert, AM, QC",Williams1942,1997-10-09,1997-09-25,
Howard Ministry (LIB-NPA Coalition),2,"Howard, the Hon. John Winston",Howard1939,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Fischer, the Hon. Timothy Andrew",Fischer1946,1998-10-21,1999-07-20,
Howard Ministry (LIB-NPA Coalition),,"Downer, the Hon. Alexander John Gosse",Downer1951,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Costello, the Hon. Peter Howard",Costello1957,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Anderson, the Hon. John Duncan",Anderson1956,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Hill, Senator the Hon. Robert",Hill1946,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Alston, Senator the Hon. Richard Kenneth Robert",Alston1941,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Reith, the Hon. Peter Keaston",Reith1950,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Newman, Senator the Hon. Jocelyn Margaret",Newman1937,1998-10-21,2001-01-30,
Howard Ministry (LIB-NPA Coalition),,"Moore, the Hon. John Colinton",Moore1936,1998-10-21,2001-01-30,
Howard Ministry (LIB-NPA Coalition),,"Wooldridge, the Hon. Michael Richard Lewis",Wooldridge1956,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Fahey, the Hon. John Joseph",Fahey1945,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Kemp, the Hon. David Alistair",Kemp1941,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Minchin, Senator the Hon. Nicholas Hugh",Minchin1953,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Williams, the Hon. Daryl Robert, AM, QC",Williams1942,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Vaile, the Hon. Mark Anthony James",Vaile1956,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Ruddock, the Hon. Philip Maxwell",Ruddock1943,1998-10-21,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Truss, the Hon. Warren Errol",Truss1948,1999-07-20,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Vanstone, Senator the Hon. Amanda Eloise",Vanstone1952,2001-01-30,2001-11-26,
Howard Ministry (LIB-NPA Coalition),,"Abbott, the Hon. Anthony John",Abbott1957,2001-01-30,2001-11-26,
Howard Ministry (LIB-NPA* Coalition),3,"Howard, the Hon. John Winston",Howard1939,2001-11-26,2004-10-26,* The National Party of Australia changed its name to The Nationals on 11.10.2003.
Howard Ministry (LIB-NPA* Coalition),,"Anderson, the Hon. John Duncan",Anderson1956,2001-11-26,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Costello, the Hon. Peter Howard",Costello1957,2001-11-26,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Vaile, the Hon. Mark Anthony James",Vaile1956,2001-11-26,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Hill, Senator the Hon. Robert",Hill1946,2001-11-26,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Alston, Senator the Hon. Richard Kenneth Robert",Alston1941,2001-11-26,2003-10-07,
Howard Ministry (LIB-NPA* Coalition),,"Downer, the Hon. Alexander John Gosse",Downer1951,2001-11-26,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Abbott, the Hon. Anthony John",Abbott1957,2001-11-26,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Ruddock, the Hon. Philip Maxwell",Ruddock1943,2001-11-26,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Kemp, the Hon. David Alistair",Kemp1941,2001-11-26,2004-07-18,
Howard Ministry (LIB-NPA* Coalition),,"Williams, the Hon. Daryl Robert, AM, QC",Williams1942,2001-11-26,2004-07-18,
Howard Ministry (LIB-NPA* Coalition),,"Minchin, Senator the Hon. Nicholas Hugh",Minchin1953,2001-11-26,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Truss, the Hon. Warren Errol",Truss1948,2001-11-26,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Vanstone, Senator the Hon. Amanda Eloise",Vanstone1952,2001-11-26,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Nelson, the Hon. Dr Brendan John",Nelson1958,2001-11-26,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Patterson, Senator the Hon. Kay Christine Lesley",Patterson1944,2001-11-26,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Macfarlane, the Hon. Ian Elgin",Macfarlane1955,2001-11-26,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Andrews, the Hon. Kevin James",Andrews1955,2003-10-07,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Coonan, Senator the Hon. Helen Lloyd",Coonan1947,2004-07-18,2004-10-26,
Howard Ministry (LIB-NPA* Coalition),,"Campbell, Senator the Hon. Ian Gordon",Campbell1959,2004-07-18,2004-10-26,
Howard Ministry (LIB-NP Coalition),4,"Howard, the Hon. John Winston",Howard1939,2004-10-26,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Anderson, the Hon. John Duncan",Anderson1956,2004-10-26,2005-07-06,
Howard Ministry (LIB-NP Coalition),,"Costello, the Hon. Peter Howard",Costello1957,2004-10-26,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Vaile, the Hon. Mark Anthony James",Vaile1956,2004-10-26,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Hill, Senator the Hon. Robert",Hill1946,2004-10-26,2006-01-20,
Howard Ministry (LIB-NP Coalition),,"Downer, the Hon. Alexander John Gosse",Downer1951,2004-10-26,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Abbott, the Hon. Anthony John",Abbott1957,2004-10-26,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Ruddock, the Hon. Philip Maxwell",Ruddock1943,2004-10-26,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Minchin, Senator the Hon. Nicholas Hugh",Minchin1953,2004-10-26,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Truss, the Hon. Warren Errol",Truss1948,2004-10-26,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Vanstone, Senator the Hon. Amanda Eloise",Vanstone1952,2004-10-26,2007-01-30,
Howard Ministry (LIB-NP Coalition),,"Nelson, the Hon. Dr Brendan John",Nelson1958,2004-10-26,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Patterson, Senator the Hon. Kay Christine Lesley",Patterson1944,2004-10-26,2006-01-27,
Howard Ministry (LIB-NP Coalition),,"Macfarlane, the Hon. Ian Elgin",Macfarlane1955,2004-10-26,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Andrews, the Hon. Kevin James",Andrews1955,2004-10-26,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Coonan, Senator the Hon. Helen Lloyd",Coonan1947,2004-10-26,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Campbell, Senator the Hon. Ian Gordon",Campbell1959,2004-10-26,2007-03-09,
Howard Ministry (LIB-NP Coalition),,"McGauran, the Hon. Peter John",McGauran1955,2005-07-06,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Bishop, the Hon. Julie Isabel",Bishop1956,2006-01-27,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Brough, the Hon. Malcolm Thomas",Brough1961,2006-01-27,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Hockey, the Hon. Joseph Benedict",Hockey1965,2007-01-30,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Turnbull, the Hon. Malcolm Bligh",Turnbull1954,2007-01-30,2007-12-03,
Howard Ministry (LIB-NP Coalition),,"Ellison, the Hon. Christopher Martin",Ellison1954,2007-03-09,2007-12-03,
Rudd Ministry (ALP),1,"Rudd, the Hon. Kevin Michael",Rudd1957,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Gillard, the Hon. Julia Eileen",Gillard1961,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Swan, the Hon. Wayne Maxwell",Swan1954,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Evans, Senator the Hon. Christopher Vaughan",Evans1958,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Faulkner, Senator the Hon. John Philip",Faulkner1954,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Tanner, the Hon. Lindsay James",Tanner1956,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Crean, the Hon. Simon Findlay",Crean1949,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Smith, the Hon. Stephen Francis",Smith1955,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Fitzgibbon, the Hon. Joel Andrew",Fitzgibbon1962,2007-12-03,2009-06-09,
Rudd Ministry (ALP),,"Roxon, the Hon. Nicola Louise",Roxon1967,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Macklin, the Hon. Jennifer Louise",Macklin1953,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Albanese, the Hon. Anthony Norman",Albanese1963,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Conroy, Senator the Hon. Stephen Michael",Conroy1963,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Carr, Senator the Hon. Kim John",Carr1955,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Wong, Senator the Hon. Penelope Ying-Yen",Wong1968,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Garrett, the Hon. Peter Robert, AM",Garrett1953,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"McClelland, the Hon. Robert Bruce",McClelland1958,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Ludwig, Senator the Hon. Joseph William",Ludwig1959,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Burke, the Hon. Anthony Stephen",Burke1969,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Ferguson, the Hon. Martin John, AM",Ferguson1953,2007-12-03,2010-06-24,
Rudd Ministry (ALP),,"Bowen, the Hon. Christopher Eyles",Bowen1973,2009-06-09,2010-06-24,
Gillard Ministry (ALP),1,"Gillard, the Hon. Julia Eileen",Gillard1961,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Swan, the Hon. Wayne Maxwell",Swan1954,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Evans, Senator the Hon. Christopher Vaughan",Evans1958,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Faulkner, Senator the Hon. John Philip",Faulkner1954,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Crean, the Hon. Simon Findlay",Crean1949,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Smith, the Hon. Stephen Francis",Smith1955,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Roxon, the Hon. Nicola Louise",Roxon1967,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Macklin, the Hon. Jennifer Louise",Macklin1953,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Tanner, the Hon. Lindsay James",Tanner1956,2010-06-24,2010-09-03,
Gillard Ministry (ALP),,"Albanese, the Hon. Anthony Norman",Albanese1963,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Conroy, Senator the Hon. Stephen Michael",Conroy1963,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Carr, Senator the Hon. Kim John",Carr1955,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Wong, Senator the Hon. Penelope Ying-Yen",Wong1968,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Garrett, the Hon. Peter Robert, AM",Garrett1953,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"McClelland, the Hon. Robert Bruce",McClelland1958,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Ludwig, Senator the Hon. Joseph William",Ludwig1959,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Burke, the Hon. Anthony Stephen",Burke1969,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Ferguson, the Hon. Martin John, AM",Ferguson1953,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Bowen, the Hon. Christopher Eyles",Bowen1973,2010-06-24,2010-09-14,
Gillard Ministry (ALP),,"Gillard, the Hon. Julia Eileen",Gillard1961,2010-09-14,2013-06-27,
Gillard Ministry (ALP),,"Swan, the Hon. Wayne Maxwell",Swan1954,2010-09-14,2013-06-27,
Gillard Ministry (ALP),,"Crean, the Hon. Simon Findlay",Crean1949,2010-09-14,2013-03-21,
Gillard Ministry (ALP),,"Evans, Senator the Hon. Christopher Vaughan",Evans1958,2010-09-14,2013-02-04,
Gillard Ministry (ALP),,"Garrett, the Hon. Peter Robert, AM",Garrett1953,2010-09-14,2013-06-27,
Gillard Ministry (ALP),,"Conroy, Senator the Hon. Stephen Michael",Conroy1963,2010-09-14,2013-06-27,
Gillard Ministry (ALP),,"Rudd, the Hon. Kevin Michael",Rudd1957,2010-09-14,2012-02-26,
Gillard Ministry (ALP),,"Emerson, the Hon. Dr Craig Anthony",Emerson1954,2010-09-14,2013-06-27,
Gillard Ministry (ALP),,"Smith, the Hon. Stephen Francis",Smith1955,2010-09-14,2013-06-27,
Gillard Ministry (ALP),,"Bowen, the Hon. Christopher Eyles",Bowen1973,2010-09-14,2013-03-25,
Gillard Ministry (ALP),,"Albanese, the Hon. Anthony Norman",Albanese1963,2010-09-14,2013-06-27,
Gillard Ministry (ALP),,"Roxon, the Hon. Nicola Louise",Roxon1967,2010-09-14,2013-02-04,
Gillard Ministry (ALP),,"Macklin, the Hon. Jennifer Louise",Macklin1953,2010-09-14,2013-06-27,
Gillard Ministry (ALP),,"Burke, the Hon. Anthony Stephen",Burke1969,2010-09-14,2013-06-27,
Gillard Ministry (ALP),,"Wong, Senator the Hon. Penelope Ying-Yen",Wong1968,2010-09-14,2013-06-27,
Gillard Ministry (ALP),,"Carr, Senator the Hon. Kim John",Carr1955,2010-09-14,2011-12-14,
Gillard Ministry (ALP),,"McClelland, the Hon. Robert Bruce",McClelland1958,2010-09-14,2012-03-05,
Gillard Ministry (ALP),,"Ludwig, Senator the Hon. Joseph William",Ludwig1959,2010-09-14,2013-06-27,
Gillard Ministry (ALP),,"Ferguson, the Hon. Martin John, AM",Ferguson1953,2010-09-14,2013-03-25,
Gillard Ministry (ALP),,"Combet, the Hon. Gregory Ivan, AM",Combet1958,2010-09-14,2013-06-27,
Gillard Ministry (ALP),,"Butler, the Hon. Mark Christopher",Butler1970,2011-12-14,2013-06-27,
Gillard Ministry (ALP),,"Plibersek, the Hon. Tanya Joan",Plibersek1969,2011-12-14,2013-06-27,
Gillard Ministry (ALP),,"Shorten, the Hon. William Robert",Shorten1967,2011-12-14,2013-06-27,
Gillard Ministry (ALP),,"O'Connor, the Hon. Brendan Patrick",OConnor1962,2012-03-05,2013-06-27,
Gillard Ministry (ALP),,"Carr, Senator the Hon. Robert John",Carr1947,2012-03-13,2013-06-27,
Gillard Ministry (ALP),,"Dreyfus, the Hon. Mark Alfred, QC",Dreyfus1956,2013-02-04,2013-06-27,
Gillard Ministry (ALP),,"Clare, the Hon. Jason Dean",Clare1972,2013-03-25,2013-06-27,
Gillard Ministry (ALP),,"Gray, the Hon. Gary",Gray1958,2013-03-25,2013-06-27,
Rudd Ministry (ALP),2,"Rudd, the Hon. Kevin Michael",Rudd1957,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"Albanese, the Hon. Anthony Norman",Albanese1963,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"Conroy, Senator the Hon. Stephen Michael",Conroy1963,2013-06-27,2013-07-01,
Rudd Ministry (ALP),,"Wong, Senator the Hon. Penelope Ying-Yen",Wong1968,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"Bowen, the Hon. Christopher Eyles",Bowen1973,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"Smith, the Hon. Stephen Francis",Smith1955,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"Dreyfus, the Hon. Mark Alfred, QC",Dreyfus1956,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"Macklin, the Hon. Jennifer Louise",Macklin1953,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"Carr, Senator the Hon. Robert John",Carr1947,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"Burke, the Hon. Anthony Stephen",Burke1969,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"Garrett, the Hon. Peter Robert, AM",Garrett1953,2013-06-27,2013-07-01,
Rudd Ministry (ALP),,"Ludwig, Senator the Hon. Joseph William",Ludwig1959,2013-06-27,2013-07-01,
Rudd Ministry (ALP),,"Emerson, the Hon. Dr Craig Anthony",Emerson1954,2013-06-27,2013-07-01,
Rudd Ministry (ALP),,"Combet, the Hon. Gregory Ivan, AM",Combet1958,2013-06-27,2013-07-01,
Rudd Ministry (ALP),,"Plibersek, the Hon. Tanya Joan",Plibersek1969,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"O'Connor, the Hon. Brendan Patrick",OConnor1962,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"Shorten, the Hon. William Robert",Shorten1967,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"Butler, the Hon. Mark Christopher",Butler1970,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"Clare, the Hon. Jason Dean",Clare1972,2013-06-27,2013-07-01,
Rudd Ministry (ALP),,"Gray, the Hon. Gary",Gray1958,2013-06-27,2013-09-18,
Rudd Ministry (ALP),,"Collins, Senator the Hon. Jacinta Mary Ann",Collins1962,2013-07-01,2013-09-18,
Rudd Ministry (ALP),,"Carr, Senator the Hon. Robert John",Carr1947,2013-07-01,2013-09-18,
Rudd Ministry (ALP),,"King, the Hon. Catherine Fiona",King1966,2013-07-01,2013-09-18,
Rudd Ministry (ALP),,"Carr, Senator the Hon. Kim John",Carr1955,2013-07-01,2013-09-18,
Rudd Ministry (ALP),,"Collins, Julie Maree",Collins1962,2013-07-01,2013-09-18,
Rudd Ministry (ALP),,"Marles, Richard Donald",Marles1967,2013-07-01,2013-09-18,
Abbott Ministry (LIB-NP Coalition),1,"Abbott, the Hon. Anthony John",Abbott1957,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Truss, the Hon. Warren Errol",Truss1948,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Bishop, the Hon. Julie Isabel",Bishop1956,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Abetz, Senator the Hon. Eric",Abetz1958,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Brandis, Senator the Hon. George Henry, QC",Brandis1957,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Hockey, the Hon. Joseph Benedict",Hockey1965,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Joyce, the Hon. Barnaby Thomas Gerard",Joyce1967,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Pyne, the Hon. Christopher Maurice",Pyne1967,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Scullion, Senator the Hon. Nigel Gregory",Scullion1956,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Macfarlane, the Hon. Ian Elgin",Macfarlane1955,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Andrews, the Hon. Kevin James",Andrews1955,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Turnbull, the Hon. Malcolm Bligh",Turnbull1954,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Dutton, the Hon. Peter Craig",Dutton1970,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Billson, the Hon. Bruce Fredrick",Billson1966,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Robb, the Hon. Andrew John, AO",Robb1951,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Hunt, the Hon. Gregory Andrew",Hunt1965,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Morrison, the Hon. Scott John",Morrison1968,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Cormann, Senator the Hon. Mathias Hubert Paul",Cormann1970,2013-09-18,2015-09-15,
Abbott Ministry (LIB-NP Coalition),,"Johnston, Senator the Hon. David Albert Lloyd",Johnston1956,2013-09-18,2014-12-23,
Abbott Ministry (LIB-NP Coalition),,"Ley, the Hon. Sussan Penelope",Ley1961,2014-12-23,2015-09-15,
Turnbull Ministry (LIB-NP Coalition),1,"Turnbull, the Hon. Malcolm Bligh",Turnbull1954,2015-09-15,2016-07-19,Note: From 21.09.2015 Assistant Ministers were designated as Parliamentary Secretaries under the Ministers of State Act 1952. From this date onwards the position formerly known as a Parliamentary Secretary was referred to as an Assistant Minister.
Turnbull Ministry (LIB-NP Coalition),,"Truss, the Hon. Warren Errol",Truss1948,2015-09-15,2016-02-18,* Assistant Ministers in italics are designated as Parliamentary Secretaries under the Ministers of the State Act 1952.
Turnbull Ministry (LIB-NP Coalition),,"Joyce, the Hon. Barnaby Thomas Gerard",Joyce1967,2015-09-15,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Bishop, the Hon. Julie Isabel",Bishop1956,2015-09-15,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Ciobo, the Hon. Steven Michele",Ciobo1974,2016-02-18,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Cash, Senator the Hon. Michaelia Clare",Cash1970,2015-09-21,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Brandis, Senator the Hon. George Henry, QC",Brandis1957,2015-09-15,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Morrison, the Hon. Scott John",Morrison1968,2015-09-15,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Sinodinos, Senator the Hon. Arthur",Sinodinos1957,2015-09-21,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Birmingham, Senator the Hon. Simon John",Birmingham1974,2015-09-21,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Macfarlane, the Hon. Ian Elgin",Macfarlane1955,2015-09-15,2015-09-21,
Turnbull Ministry (LIB-NP Coalition),,"Hockey, the Hon. Joseph Benedict",Hockey1965,2015-09-15,2015-09-21,
Turnbull Ministry (LIB-NP Coalition),,"Andrews, the Hon. Kevin James",Andrews1955,2015-09-15,2015-09-21,
Turnbull Ministry (LIB-NP Coalition),,"Billson, the Hon. Bruce Fredrick",Billson1966,2015-09-15,2015-09-21,
Turnbull Ministry (LIB-NP Coalition),,"Abetz, Senator the Hon. Eric",Abetz1958,2015-09-15,2015-09-21,
Turnbull Ministry (LIB-NP Coalition),,"Scullion, Senator the Hon. Nigel Gregory",Scullion1956,2015-09-15,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Pyne, the Hon. Christopher Maurice",Pyne1967,2015-09-15,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Frydenberg, the Hon. Joshua Anthony",Frydenberg1971,2015-09-21,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Porter, the Hon. Charles Christian",Porter1970,2015-09-21,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Fifield, the Hon. Mitchell Peter",Fifield1967,2015-09-21,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Ley, the Hon. Sussan Penelope",Ley1961,2015-09-15,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"O'Dwyer, the Hon. Kelly Megan",ODwyer1977,2015-09-21,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Robb, the Hon. Andrew John, AO",Robb1951,2015-09-15,2016-02-18,
Turnbull Ministry (LIB-NP Coalition),,"Payne, Senator the Hon. Marise Ann",Payne1964,2015-09-21,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Hunt, the Hon. Gregory Andrew",Hunt1965,2015-09-15,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Dutton, the Hon. Peter Craig",Dutton1970,2015-09-15,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Cormann, Senator the Hon. Mathias Hubert Paul",Cormann1970,2015-09-15,2016-07-19,
Turnbull Ministry (LIB-NP Coalition),,"Nash, Senator the Hon. Fiona Joy",Nash1965,2016-02-18,2016-07-19,
