unique_ID,hansardID,surname,allOtherNames,firstName,commonName,displayName,earlierOrLaterNames,title,gender,birthDate,birthYear,deathDate,comments,wikipedia,adb
Uren1921,EE4,Uren,Thomas,Thomas,Tom,,,,male,1921-05-28,,2015-01-26,,https://en.wikipedia.org/wiki/Tom_Uren,
Vaile1956,SU5,Vaile,Mark Anthony James,Mark,,,,,male,1956-04-18,,,,,
Vale1944,VK6,Vale,Danna Sue,Danna,,,,,female,1944-11-14,,,,,
Vamvakinou1959,00AMT,Vamvakinou,Maria,Maria,,,,,female,1959-01-04,,,,,
van Manen1959,188315,van Manen,Albertus Johannes,Albertus,Bert,,,,male,1959-01-04,,,,,
Varvaris1974,250077,Varvaris,Nickolas,Nickolas,,,,,male,1974-05-25,,,,,
Vasta1966,E0D,Vasta,Ross Xavier,Ross,,,,,male,1966-10-08,,,,,
Viner1933,EE6,Viner,Robert Ian,Robert,Ian,,,,male,1933-01-21,,,,,
Wakelin1946,HV5,Wakelin,Barry Hugh,Barry,,,,,male,1946-05-07,,,,,
Walker1942,9T4,Walker,Francis John,Francis,,,,,male,1942-07-07,,,,,
Wallace1968,265967,Wallace,Andrew Bruce,Andrew,,,,,male,1968-04-23,,,,,
Wallace1881,KWX,Wallace,Cornelius,Cornelius,,,,,male,1881-01-19,,1921-09-20,,,
Wallis1922,KWZ,Wallis,Laurie George,Laurie,,,,,male,1922-09-10,,1984-01-10,,https://en.wikipedia.org/wiki/Laurie_Wallis,
Ward1899,KX7,Ward,Edward John,Edward,,,,,male,1899-03-07,,1963-07-31,,,
Washer1945,84F,Washer,Malcolm James,Malcolm,,,,,male,1945-08-12,,,,,
Watkins1865,KX9,Watkins,David,David,,,,,male,1865-05-05,,1935-04-08,,,
Watkins1896,KXB,Watkins,David Oliver,David,David Oliver,,,,male,1896-07-10,,1971-12-17,,,
Watson1945,KAO,Watson,David John Hopetoun,David,,,,,male,1945-01-29,,,,,
Watson1867,F4R,Watson,John Christian,John,Chris,,,,male,1867-04-09,,1941-11-18,,,
Watson1864,KXD,Watson,William,William,,,,,male,1864-10-22,,1938-12-21,,,
Watt1871,KXG,Watt,William Alexander,William,,,,,male,1871-11-23,,1946-09-13,,,
Watts1982,193430,Watts,Timothy Graham,Timothy,,,,,male,1982-06-08,,,,,
Webb1908,KXI,Webb,Charles Harry,Charles,,,,,male,1908-02-02,,2000-11-15,,,
Webster1934,WJ4,Webster,Alasdair Paine,Alasdair,,,,,male,1934-02-12,,,,,
Webster1860,KXK,Webster,William,William,,,,,male,1860-06-07,,1936-10-10,,,
Wells1949,1B6,Wells,Deane McMillan,Deane,,,,,male,1949-01-13,,,,https://en.wikipedia.org/wiki/Dean_Wells_(politician),
Wentworth1907,DB6,Wentworth,William Charles,William,,,,,male,1907-09-08,,2003-06-15,,,
West1952,XK6,West,Andrea Gail,Andrea,,,,,female,1952-09-16,,,,,
West1851,KZA,West,John Edward,John,,,,,male,,1851,1931-02-05,,,
West1934,XJ4,West,Stewart John,Stewart,,,,,male,1934-03-31,,,,,
Whan1933,KZI,Whan,Robert Bruce,Robert,Bob,,,,male,1933-01-05,,2015-10-04,,,
Wheeler1909,KZP,Wheeler,Roy Crawford,Roy,,,,,male,,1909,1971-03-16,,,
White1936,YJ4,White,Peter Nicholson Duckett,Peter,,,,,male,1936-01-19,,,,,
White1888,KZR,White,Thomas Walter,Thomas,,,,,male,1888-04-26,,1957-10-13,,,
Whiteley1960,207800,Whiteley,Brett David,Brett,,,,,male,1960-07-01,,,,,
Whitlam1944,KZY,Whitlam,Antony Philip,Antony,Tony,,,,male,1944-01-07,,,,,
Whitlam1916,6U4,Whitlam,Edward Gough,Edward,Gough,,,,male,1916-07-11,,2014-10-21,,,
Whitsitt1869,L0L,Whitsitt,Joshua Thomas Hoskins,Joshua,,,,,male,1869-09-26,,1943-09-14,,,
Whittorn1911,L0N,Whittorn,Raymond Harold,Raymond,,,,,male,1911-10-04,,1995-08-10,,,
Wicks1973,241590,Wicks,Lucy Elizabeth,Lucy,,,,,female,1973-01-01,,,,,
Wienholt1877,L0Q,Wienholt,Arnold,Arnold,,,,,male,1877-11-25,,1940-09-10,,,
Wight1914,L0V,Wight,Bruce McDonald,Bruce,,,,,male,1914-06-16,,1969-02-02,,,
Wilkie1961,C2T,Wilkie,Andrew Damien,Andrew,,,,,male,1961-11-08,,,,,
Wilkie1959,84G,Wilkie,Kim William,Kim,,,,,male,1959-06-03,,,,https://en.wikipedia.org/wiki/Kim_Wilkie,
Wilkinson1854,L0Y,Wilkinson,James,James,,,,,male,1854-11-30,,1915-01-11,,,
Wilks1863,L17,Wilks,William Henry,William,,,,,male,,1863,1940-02-05,,,
Williams1942,7V5,Williams,Daryl Robert,Daryl,,,,,male,1942-08-21,,,,https://en.wikipedia.org/wiki/Daryl_Williams,
Williams1973,249758,Williams,Matthew,Matthew,,,,,male,1973-03-28,,,,,
Williams1897,L1A,Williams,Thomas Francis,Thomas,,,,,male,1897-04-07,,1992-06-04,,,
Willis1860,L1D,Willis,Henry,Henry,,,,,male,1860-04-06,,1950-02-23,,,
Willis1938,ZJ4,Willis,Ralph,Ralph,,,,,male,1938-04-14,,,,,
Wilson1880,L1L,Wilson,Alexander,Alexander,,,,,male,1880-06-07,,1954-01-26,,,
Wilson1932,0K4,Wilson,Ian Bonython Cameron,Ian,,,,,male,1932-05-02,,2013-04-02,,,
Wilson1863,L1N,Wilson,John Gratton,John,,,,,male,1863-08-18,,1948-08-20,,,
Wilson1972,265970,Wilson,Joshua Hamilton,Joshua,Josh,,,,male,1972-06-05,,,,,
Wilson1900,KBH,Wilson,Keith Cameron,Keith,,,Later Sir Keith,,male,1900-09-03,,1987-09-28,,,
Wilson1966,198084,Wilson,Richard James,Richard,,,,,male,1966-01-02,,,,,
Wilson1980,IMW,Wilson,Timothy Robert,Timothy,,,,,male,1980-03-12,,,,,
Wilton1955,YK6,Wilton,Gregory Stuart,Gregory,,,,,male,1955-11-06,,2000-06-14,,,
Windsor1950,009LP,Windsor,Antony Harold Curties,Antony,,,,,male,1950-09-02,,,,,
Wise1853,L1P,Wise,George Henry,George,,,,,male,1853-07-01,,1950-07-31,,,
Wood1968,E0F,Wood,Jason Peter,Jason,,,,,male,1968-05-24,,,,,
WoodsHarry1947,0U4,Woods,Harry Francis,Harry,,,,,male,1947-12-23,,,,,
WoodsRobert1947,0U4,Woods,Robert Leslie,Robert,,,,,male,1947-04-13,,,,,
Wooldridge1956,80000,Wooldridge,Michael Richard Lewis,Michael,,,,,male,1956-11-07,,,,,
Worth1946,8V5,Worth,Patricia Mary,Patricia,Trish,,,,female,1946-04-21,,,,,
Wright1942,2K4,Wright,Keith Webb,Keith,,,,,male,1942-01-09,,2015-01-13,,https://en.wikipedia.org/wiki/Keith_Wright_(Australian_politician),
Wyatt1952,M3A,Wyatt,Kenneth George,Kenneth,,,,,male,1952-08-04,,,,,
Wynne1850,L1R,Wynne,Agar,Agar,,,,,male,1850-01-15,,1934-05-12,,,
Yates1871,L1T,Yates,George Edwin,George,,,,,male,1871-05-14,,1959-07-16,,,
Yates1921,L1V,Yates,William,William,,,,,male,1921-09-15,,2010-04-18,,,
Young1936,EV4,Young,Michael Jerome,Michael,Mick,,,,male,1936-10-09,,1996-04-08,,,
Zahra1973,84H,Zahra,Christian John,Christian,,,,,male,1973-04-08,,,,,
Zammit1941,ZK6,Zammit,Paul John,Paul,,,,,male,1941-04-28,,,,,
Zappia1952,HWB,Zappia,Antonio,Antonio,,,,,male,1952-06-13,,,,,
Zimmerman1968,203092,Zimmerman,Trent Moir,Trent,,,,,male,1968-10-15,,,,,
Allen1966,282986,Allen,Katrina Jane,Katrina,Katie,,,Dr,female,1966-02-24,,,,,
Archer1975,282237,Archer,Bridget Kathleen,Bridget,,,,,female,1975-05-18,,,,,
Bell,282981,Bell,Angie Marion,Angie,,,,,female,,,,,,
Burns1987,278522,Burns,Joshua Solomon,Joshua,Josh,,,,male,1987-02-06,,,,,
Coker,263547,Coker,Elizabeth Ann,Elizabeth,Libby,,,,female,,,,,,
Conaghan,279991,Conaghan,Pat,Pat,,,,,male,,,,,,
Connelly,282984,Connelly,Vincent Gerard,Vincent,Vince,,,,male,,,,,,
Haines1961,282335,Haines,Helen Mary,Helen,,,,,female,1961-09-21,,,,,
Hammond,80072,Hammond,Celia,Celia,,,,,female,,,,,,
Liu1964,282918,Liu,Gladys,Gladys,,,,,female,1964-04-06,,,,,
Martin1977,282982,Martin,Fiona Barbouttis,Fiona,,,,Dr,female,1977-11-16,,,,,
McIntosh1977,281513,McIntosh,Melissa Iris,Melissa,,,nee Grah,,female,1977-08-24,,,,,
Mulino1969,132880,Mulino,Daniel,Daniel,,,,Dr,male,1969-11-06,,,,,
Murphy1973,133646,Murphy,Peta Jan,Peta,,,,,female,1973-11-01,,,,,
Payne1982,144732,Payne,Alicia Emma,Alicia,,,,,female,,1982,,,,
Pearce,282306,Pearce,Gavin,Gavin,,,,,male,,,,,,
Phillips,147140,Phillips,Fiona Evon,Fiona,,,nee Boyd,,female,,,,,,
Sharma1975,274506,Sharma,Devanand Noel,Devanand,Dave,,,,male,1975-12-21,,,,,
Simmonds,282983,Simmonds,Julian Graham John ,Julian,,,,,male,,,,,,
Smith1970,276714,Smith,David Philip Benedict,David,,,,,male,1970-03-25,,,,,
Steggall1974,175696,Steggall,Zali,Zali,,,,,female,1974-04-16,,,,,
Stevens1983,176304,Stevens,James William Stevens,James,,,,,male,1983-03-27,,,,,
Thompson1988,281826,Thompson,Phillip Bruce,Phillip,,,,,male,1988-05-07,,,,,
Thwaites1980,282212,Thwaites,Kate Lynne,Kate,,,,,female,1980-01-19,,,,,
Webster,281688,Webster,Anne Elizabeth,Anne,,,,Dr,female,,,,,,
Wells,264121,Wells,Anika Shay,Anika,,,,,female,,,,,,
Young1968,201906,Young,Terry James,Terry,,,,,male,1968-02-20,,,,,
