ministry,ministry_number,ministry_party,ministry_title,uniqueID,ministry_name,ministry_from,ministry_to,ministry_assistant_minister_or_parliamentary_secretary,ministry_comment
Bruce-Page,15,Nationalist-CP Coalition,Honorary Minister,Howse1863,"Howse, NR",1927-04-02,1928-02-24,,
Bruce-Page,15,Nationalist-CP Coalition,Honorary Minister,Marr1880,"Marr, CWC",1928-02-24,1929-10-22,,
Bruce-Page,15,Nationalist-CP Coalition,Honorary Minister,Ogden1868,"Ogden, Senator JE",1928-11-29,1929-10-22,,
Scullin,16,ALP,Prime Minister,Scullin1876,"Scullin, JH",1929-10-22,1932-01-06,,
Scullin,16,ALP,Minister for External Affairs,Scullin1876,"Scullin, JH",1929-10-22,1932-01-06,,
Scullin,16,ALP,Minister for Industry,Scullin1876,"Scullin, JH",1929-10-22,1932-01-06,,
Scullin,16,ALP,Treasurer,Theodore1884,"Theodore, EG",1929-10-22,1930-07-09,,
Scullin,16,ALP,Treasurer,Scullin1876,"Scullin, JH",1930-07-09,1931-01-29,,
Scullin,16,ALP,Treasurer,Theodore1884,"Theodore, EG",1931-01-29,1932-01-06,,
Scullin,16,ALP,Vice-President of Executive Council,Daly1891,"Daly, Senator JJ",1929-10-22,1931-03-03,,
Scullin,16,ALP,Vice-President of Executive Council,Barnes1868,"Barnes, Senator J",1931-03-03,1932-01-06,,
Scullin,16,ALP,Attorney-General,Brennan1873,"Brennan, F",1929-10-22,1932-01-06,,
Scullin,16,ALP,Postmaster-General,Lyons1879,"Lyons, JA",1929-10-22,1931-02-04,,
Scullin,16,ALP,Postmaster-General,Green1869,"Green, AE",1931-02-04,1932-01-06,,
Scullin,16,ALP,Minister for Works and Railways,Lyons1879,"Lyons, JA",1929-10-22,1931-02-04,,
Scullin,16,ALP,Minister for Works and Railways,Green1869,"Green, AE",1931-02-04,1932-01-06,,
Scullin,16,ALP,Minister for Trade and Customs,Fenton1864,"Fenton, JE",1929-10-22,1931-02-04,,
Scullin,16,ALP,Minister for Trade and Customs,Forde1890,"Forde, FM",1931-02-04,1932-01-06,,
Scullin,16,ALP,Minister for Home Affairs,Blakeley1886,"Blakeley, A",1929-10-22,1932-01-06,,
Scullin,16,ALP,Minister for Health,Anstey1865,"Anstey, F",1929-10-22,1931-03-03,,
Scullin,16,ALP,Minister for Health,McNeill1868,"McNeill, J",1931-03-03,1932-01-06,,
Scullin,16,ALP,Minister for Repatriation,Anstey1865,"Anstey, F",1929-10-22,1931-03-03,,
Scullin,16,ALP,Minister for Repatriation,McNeill1868,"McNeill, J",1931-03-03,1932-01-06,,
Scullin,16,ALP,Minister for Defence,Green1869,"Green, AE",1929-10-22,1931-02-04,,
Scullin,16,ALP,Minister for Defence,Daly1891,"Daly, Senator JJ",1931-02-04,1931-03-03,,
Scullin,16,ALP,Minister for Defence,Chifley1885,"Chifley, JB",1931-03-03,1932-01-06,,
Scullin,16,ALP,Minister for Markets and Transport,Moloney1876,"Moloney, PJ",1929-10-22,1930-04-21,,
Scullin,16,ALP,Minister for Markets,Moloney1876,"Moloney, PJ",1930-04-21,1932-01-06,,
Scullin,16,ALP,Minister for Transport,Moloney1876,"Moloney, PJ",1930-04-21,1932-01-06,,
Scullin,16,ALP,Assistant Minister assisting the Minister for Industry,Beasley1895,"Beasley, JA",1929-10-22,1931-03-03,1,
Scullin,16,ALP,"Assistant Minister for Industry, Council for Scientific and Industrial Research",Holloway1875,"Holloway, EJ",1931-03-03,1931-06-12,1,
Scullin,16,ALP,Assistant to the Treasurer,Holloway1875,"Holloway, EJ",1931-03-03,1931-06-12,1,
Scullin,16,ALP,Assistant Minister assisting the Minister for Works and Railways,Barnes1868,"Barnes, Senator J",1929-10-22,1931-03-03,1,
Scullin,16,ALP,Assistant Minister assisting the Minister for Works and Railways,Dooley1884,"Dooley, Senator JB",1931-03-03,1932-01-06,1,
Scullin,16,ALP,Assistant Minister assisting the Minister for Customs,Forde1890,"Forde, FM",1929-10-22,1931-02-04,1,
Scullin,16,ALP,Assistant Minister for Transport and War Service Homes,Culley1877,"Culley, CE",1931-03-03,1931-06-24,1,
Scullin,16,ALP,Assistant Minister,Daly1891,"Daly, Senator JJ",1931-06-26,1932-01-06,1,
Scullin,16,ALP,Assistant Minister,Cunningham1889,"Cunningham, LL",1931-06-26,1932-01-06,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Prime Minister,Lyons1879,"Lyons, JA",1934-11-09,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Treasurer,Lyons1879,"Lyons, JA",1934-11-09,1935-10-03,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Treasurer,Casey1890,"Casey, RG",1935-10-03,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Attorney-General,Latham1877,"Latham, JG",1934-11-09,1934-10-12,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Attorney-General,Menzies1894,"Menzies, RG",1934-10-12,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for External Affairs,Latham1877,"Latham, JG",1934-11-09,1934-10-12,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for External Affairs,Pearce1870,"Pearce, Senator GF",1934-10-12,1937-11-29,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for External Affairs,Hughes1862,"Hughes, WM",1937-11-29,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Industry,Latham1877,"Latham, JG",1934-11-09,1934-10-12,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Industry,Menzies1894,"Menzies, RG",1934-10-12,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Defence,Pearce1870,"Pearce, Senator GF",1934-11-09,1934-10-12,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Defence,Parkhill1879,"Parkhill, RA",1934-10-12,1937-11-20,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Defence,Lyons1879,"Lyons, JA",1937-11-20,1937-11-29,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Defence,Thorby1888,"Thorby, HVC (CP)",1937-11-29,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Trade and Customs,Gullett1878,"Gullett, HS",1934-11-09,1933-01-14,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Trade and Customs,White1888,"White, TW",1933-01-14,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Postmaster-General,Fenton1864,"Fenton, JE",1934-11-09,1932-10-13,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Postmaster-General,Parkhill1879,"Parkhill, RA",1932-10-13,1934-10-12,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Postmaster-General,McLachlan1872,"McLachlan, Senator AJ",1934-10-12,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Home Affairs,Parkhill1879,"Parkhill, RA",1934-11-09,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Transport,Parkhill1879,"Parkhill, RA",1934-11-09,1932-04-12,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Works and Railways,Marr1880,"Marr, CWC",1934-11-09,1932-04-12,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for the Interior,Parkhill1879,"Parkhill, RA",1932-04-12,1932-10-13,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for the Interior,Perkins1878,"Perkins, JA",1932-10-13,1934-10-12,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for the Interior,Harrison1892,"Harrison, EJ",1934-10-12,1934-11-09,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for the Interior,Paterson1882,"Paterson, T (CP)",1934-11-09,1937-11-29,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for the Interior,McEwen1900,"McEwen, J (CP)",1937-11-29,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Markets,Hawker1894,"Hawker, CAS",1934-11-09,1932-04-13,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Commerce,Hawker1894,"Hawker, CAS",1932-04-13,1932-09-23,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Commerce,Lyons1879,"Lyons, JA",1932-10-03,1932-10-13,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Commerce,Stewart1884,"Stewart, FH",1932-10-13,1934-11-09,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Commerce,Page1880,"Page, ECG (CP)",1934-11-09,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Health,Marr1880,"Marr, CWC",1934-11-09,1934-10-12,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Health,Hughes1862,"Hughes, WM",1934-10-12,1935-11-06,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Health,Lyons1879,"Lyons, JA",1935-11-08,1936-02-26,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Health,Hughes1862,"Hughes, WM",1936-02-26,1937-11-29,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Health,Page1880,"Page, ECG (CP)",1937-11-29,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Repatriation,Hawker1894,"Hawker, CAS",1934-11-09,1932-04-12,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Repatriation,Marr1880,"Marr, CWC",1932-04-12,1934-10-12,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Repatriation,Hughes1862,"Hughes, WM",1934-10-12,1935-11-06,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Repatriation,Lyons1879,"Lyons, JA",1935-11-08,1936-02-06,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Repatriation,Hughes1862,"Hughes, WM",1936-02-06,1937-11-29,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister for Repatriation,Foll1890,"Foll, Senator HS",1937-11-29,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Vice-President of Executive Council,McLachlan1872,"McLachlan, Senator AJ",1934-11-09,1934-10-12,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Vice-President of Executive Council,Hughes1862,"Hughes, WM",1934-10-12,1935-11-06,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Vice-President of Executive Council,Lyons1879,"Lyons, JA",1935-11-08,1937-11-29,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Vice-President of Executive Council,Hughes1862,"Hughes, WM",1937-11-29,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister in charge of Territories,Marr1880,"Marr, CWC",1934-11-09,1934-05-24,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister in charge of Territories,Lawson1875,"Lawson, Senator HSW",1934-05-24,1934-10-12,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister in charge of Territories,Pearce1870,"Pearce, Senator GF",1934-10-12,1937-11-29,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister in charge of Territories,Hughes1862,"Hughes, WM",1937-11-29,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister in charge of Development and Scientific and Industrial Research,McLachlan1872,"McLachlan, Senator AJ",1934-11-09,1937-11-29,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister in charge of Development and Scientific and Industrial Research,Casey1890,"Casey, RG",1937-11-29,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister in charge of War Service Homes,Francis1890,"Francis, J",1934-11-09,1934-11-09,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister in charge of War Service Homes,Foll1890,"Foll, Senator HS",1937-11-29,1938-11-07,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio in charge of War Service Homes,Thorby1888,"Thorby, HVC (CP)",1934-11-09,1936-09-11,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio in charge of War Service Homes,Hunter1882,"Hunter, JAJ (CP)",1936-09-11,1937-11-29,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio,Bruce1883,"Bruce, SM",1932-06-23,1932-09-26,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio,Marr1880,"Marr, CWC",1934-10-12,1934-11-09,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),"Minister without portfolio, London",Bruce1883,"Bruce, SM",1932-09-26,1933-10-06,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Honorary Minister in charge of the Royal Visit,Marr1880,"Marr, CWC",1934-11-09,1934-12-31,,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Assistant Treasurer,Bruce1883,"Bruce, SM",1934-11-09,1932-06-29,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Assistant Treasurer,Casey1890,"Casey, RG",1934-10-12,1935-10-03,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Assistant Minister (Treasury),MassyGreene1874,"Massy-Greene, W",1934-11-09,1933-09-25,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Assistant Minister (Treasury),Casey1890,"Casey, RG",1933-09-25,1934-10-12,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Assistant Minister (Treasury),Lawson1875,"Lawson, Senator HSW",1933-10-17,1934-10-12,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio assisting the Treasurer,Thompson1885,"Thompson, VC (CP)",1937-11-29,1938-11-07,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio assisting the Minister for Industry,Brennan1866,"Brennan, Senator TC",1934-11-09,1937-11-29,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Assistant Minister for Defence,Francis1890,"Francis, J",1934-11-09,1934-10-12,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Assistant Minister for Trade and Customs,Perkins1878,"Perkins, JA",1934-11-09,1932-10-13,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Assistant Minister for Trade and Customs,Guy1890,"Guy, JA",1932-10-13,1934-10-12,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio assisting the Minister for Trade and Customs,Perkins1878,"Perkins, JA",1937-11-29,1938-11-07,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio directing negotiations for trade treaties,Gullett1878,"Gullett, HS",1934-10-12,1937-03-11,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio representing the Postmaster-General in the House of Representatives,Hunter1882,"Hunter, JAJ (CP)",1934-11-09,1935-09-01,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio assisting the Minister for the Interior,Hunter1882,"Hunter, JAJ (CP)",1935-09-23,1937-11-29,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio assisting the Minister for the Interior,Thompson1885,"Thompson, VC (CP)",1938-02-01,1938-11-07,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio assisting the Minister for Commerce,Brennan1866,"Brennan, Senator TC",1934-10-12,1937-11-29,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio assisting the Minister for Commerce,Thorby1888,"Thorby, HVC (CP)",1935-09-01,1937-11-29,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio assisting the Minister for Commerce,Hunter1882,"Hunter, JAJ (CP)",1937-03-18,1937-07-25,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio assisting the Minister for Commerce,MacDonald1892,"MacDonald, Senator AN",1937-11-29,1938-11-07,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio assisting the Minister for Commerce,Cameron1895,"Cameron, AG (CP)",1937-11-29,1938-11-07,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio assisting the Minister for Repatriation,Francis1890,"Francis, J",1934-10-12,1934-11-09,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio assisting the Minister for Repatriation,Thorby1888,"Thorby, HVC (CP)",1934-11-09,1935-09-01,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister without portfolio assisting the Minister for Repatriation,Hunter1882,"Hunter, JAJ (CP)",1935-09-01,1937-11-29,1,
Lyons,17,UAP (1932-01-06 - 1934-11-09) and UAP-CP Coalition (1934-11-09 - 1938-11-07),Minister assisting the Leader of the Government in the Senate,MassyGreene1874,"Massy-Greene, Senator",1934-11-09,1932-06-23,1,
Lyons,18,UAP-CP Coalition,Prime Minister,Lyons1879,"Lyons, JA",1938-11-07,1939-04-07,,
Lyons,18,UAP-CP Coalition,Minister for Commerce,Page1880,"Page, ECG (CP)",1938-11-07,1939-04-07,,
Lyons,18,UAP-CP Coalition,Attorney-General,Menzies1894,"Menzies, RG",1938-11-07,1939-03-20,,
Lyons,18,UAP-CP Coalition,Attorney-General,Hughes1862,"Hughes, WM",1939-03-20,1939-04-07,,
Lyons,18,UAP-CP Coalition,Minister for Industry,Menzies1894,"Menzies, RG",1938-11-07,1939-03-20,,
Lyons,18,UAP-CP Coalition,Minister for Industry,Hughes1862,"Hughes, WM",1939-03-20,1939-04-07,,
Lyons,18,UAP-CP Coalition,Minister for External Affairs,Hughes1862,"Hughes, WM",1938-11-07,1939-04-07,,
Lyons,18,UAP-CP Coalition,Treasurer,Casey1890,"Casey, RG",1938-11-07,1939-04-07,,
Lyons,18,UAP-CP Coalition,Minister for Trade and Customs,White1888,"White, TW",1938-11-07,1938-11-08,,
Lyons,18,UAP-CP Coalition,Minister for Trade and Customs,Perkins1878,"Perkins, JA",1938-11-08,1939-04-07,,
Lyons,18,UAP-CP Coalition,Minister for Works,Thorby1888,"Thorby, HVC (CP)",1938-11-07,1939-04-07,,
Lyons,18,UAP-CP Coalition,Minister for Civil Aviation,Thorby1888,"Thorby, HVC (CP)",1938-11-07,1939-04-07,,
Lyons,18,UAP-CP Coalition,Minister for Defence,Street1894,"Street, GA",1938-11-07,1939-04-07,,
Lyons,18,UAP-CP Coalition,Minister for the Interior,McEwen1900,"McEwen, J (CP)",1938-11-07,1939-04-07,,
Lyons,18,UAP-CP Coalition,Vice-President of Executive Council,McLeay1892,"McLeay, Senator G",1938-11-07,1939-04-07,,
Lyons,18,UAP-CP Coalition,Minister for Repatriation,Foll1890,"Foll, Senator HS",1938-11-07,1939-04-07,,
Lyons,18,UAP-CP Coalition,Minister for Health,Foll1890,"Foll, Senator HS",1938-11-07,1939-04-07,,
Lyons,18,UAP-CP Coalition,Postmaster-General,Cameron1895,"Cameron, AG (CP)",1938-11-07,1939-04-07,,
Lyons,18,UAP-CP Coalition,Minister without portfolio administering External Territories,Perkins1878,"Perkins, JA",1938-11-07,1938-11-08,,
Lyons,18,UAP-CP Coalition,Minister without portfolio administering External Territories,Harrison1892,"Harrison, EJ",1938-11-08,1939-04-07,,
